smoke,sex,age,edu,weight,height,bmi,sport,marital,region,wkabint,income,ls,ID
YES,MALE,50,VOCATIONAL/GRAMMAR,78.0,174.0,25.7629805786762,YES,LEGALLY SEPARATED,Warminsko-mazurskie,NO,,MIXED,820
NO,FEMALE,62,VOCATIONAL/GRAMMAR,64.0,163.0,24.0882231171666,YES,MARRIED,Malopolskie,NO,450.0,MOSTLY SATISFIED,821
NO,FEMALE,55,SECONDARY,56.0,160.0,21.875,YES,MARRIED,Warminsko-mazurskie,NO,1600.0,MOSTLY SATISFIED,822
NO,MALE,17,PRIMARY/NO EDUCATION,70.0,180.0,21.6049382716049,NO,SINGLE,Mazowieckie,NO,,MOSTLY SATISFIED,823
NO,FEMALE,79,PRIMARY/NO EDUCATION,65.0,162.0,24.7675659198293,YES,WIDOWED,Kujawsko-pomorskie,NO,950.0,PLEASED,824
NO,FEMALE,43,VOCATIONAL/GRAMMAR,,,,YES,MARRIED,Kujawsko-pomorskie,NO,1000.0,PLEASED,825
YES,FEMALE,46,PRIMARY/NO EDUCATION,44.0,165.0,16.1616161616162,YES,DIVORCED,Podkarpackie,NO,620.0,MOSTLY DISSATISFIED,826
YES,MALE,44,VOCATIONAL/GRAMMAR,95.0,172.0,32.1119524067063,YES,MARRIED,Dolnoslaskie,NO,1600.0,PLEASED,827
NO,MALE,19,VOCATIONAL/GRAMMAR,78.0,188.0,22.0688094160254,NO,SINGLE,Podkarpackie,NO,,MIXED,828
NO,FEMALE,35,POST-SECONDARY OR HIGHER,65.0,154.0,27.4076572777871,NO,MARRIED,Mazowieckie,NO,2000.0,MOSTLY SATISFIED,829
YES,MALE,22,SECONDARY,90.0,185.0,26.2965668371074,NO,SINGLE,Pomorskie,YES,470.0,MOSTLY DISSATISFIED,830
NO,MALE,31,PRIMARY/NO EDUCATION,117.0,180.0,36.1111111111111,YES,MARRIED,Wielkopolskie,NO,1180.0,PLEASED,831
YES,FEMALE,53,VOCATIONAL/GRAMMAR,75.0,164.0,27.8851873884593,YES,MARRIED,Lodzkie,NO,,MOSTLY SATISFIED,832
YES,MALE,39,SECONDARY,75.0,176.0,24.2122933884298,YES,MARRIED,Slaskie,NO,2500.0,PLEASED,833
YES,MALE,43,VOCATIONAL/GRAMMAR,95.0,180.0,29.320987654321,YES,MARRIED,Opolskie,YES,700.0,TERRIBLE,834
NO,FEMALE,65,VOCATIONAL/GRAMMAR,58.0,158.0,23.2334561768947,NO,MARRIED,Malopolskie,NO,620.0,PLEASED,835
NO,MALE,75,PRIMARY/NO EDUCATION,60.0,170.0,20.7612456747405,YES,SINGLE,Podkarpackie,NO,850.0,MOSTLY DISSATISFIED,836
YES,MALE,66,PRIMARY/NO EDUCATION,70.0,170.0,24.2214532871972,YES,MARRIED,Swietokrzyskie,NO,1200.0,MOSTLY SATISFIED,837
YES,FEMALE,40,SECONDARY,70.0,170.0,24.2214532871972,YES,MARRIED,Podkarpackie,NO,,MOSTLY SATISFIED,838
NO,FEMALE,36,POST-SECONDARY OR HIGHER,78.0,172.0,26.3656030286641,NO,MARRIED,Lubelskie,NO,,PLEASED,839
NO,MALE,63,SECONDARY,80.0,162.0,30.4831580551745,NO,MARRIED,Dolnoslaskie,NO,4800.0,PLEASED,840
NO,MALE,17,VOCATIONAL/GRAMMAR,58.0,170.0,20.0692041522491,YES,SINGLE,Lodzkie,YES,,DELIGHTED,841
NO,MALE,19,VOCATIONAL/GRAMMAR,63.0,181.0,19.2301822288697,NO,SINGLE,Pomorskie,NO,,PLEASED,842
YES,FEMALE,30,VOCATIONAL/GRAMMAR,54.0,165.0,19.8347107438017,YES,MARRIED,Dolnoslaskie,NO,,MOSTLY SATISFIED,843
YES,MALE,29,PRIMARY/NO EDUCATION,64.0,165.0,23.5078053259871,YES,SINGLE,Mazowieckie,NO,1000.0,PLEASED,844
NO,MALE,26,PRIMARY/NO EDUCATION,70.0,181.0,21.3668691431885,NO,SINGLE,Mazowieckie,NO,1260.0,MOSTLY SATISFIED,845
NO,MALE,86,SECONDARY,68.0,155.0,28.3038501560874,YES,MARRIED,Malopolskie,NO,1500.0,PLEASED,846
NO,MALE,22,SECONDARY,80.0,190.0,22.1606648199446,NO,SINGLE,Dolnoslaskie,YES,1300.0,MOSTLY SATISFIED,847
NO,FEMALE,22,SECONDARY,54.0,176.0,17.4328512396694,NO,SINGLE,Mazowieckie,YES,,DELIGHTED,848
YES,MALE,60,PRIMARY/NO EDUCATION,75.0,165.0,27.5482093663912,YES,DIVORCED,Zachodnio-pomorskie,NO,1000.0,MIXED,849
NO,FEMALE,18,VOCATIONAL/GRAMMAR,70.0,160.0,27.34375,NO,SINGLE,Podkarpackie,NO,,PLEASED,850
NO,FEMALE,21,SECONDARY,51.0,170.0,17.6470588235294,NO,SINGLE,Lubuskie,NO,,MOSTLY SATISFIED,851
NO,MALE,46,VOCATIONAL/GRAMMAR,,,,NO,WIDOWED,Wielkopolskie,NO,2400.0,PLEASED,852
YES,FEMALE,21,SECONDARY,60.0,165.0,22.038567493113,NO,SINGLE,Mazowieckie,NO,1600.0,DELIGHTED,853
NO,FEMALE,47,POST-SECONDARY OR HIGHER,75.0,170.0,25.9515570934256,YES,MARRIED,Podlaskie,NO,2500.0,MOSTLY SATISFIED,854
YES,MALE,42,VOCATIONAL/GRAMMAR,82.0,165.0,30.119375573921,NO,SINGLE,Kujawsko-pomorskie,NO,,MOSTLY SATISFIED,855
YES,FEMALE,28,POST-SECONDARY OR HIGHER,64.0,166.0,23.2254318478734,NO,SINGLE,Warminsko-mazurskie,YES,600.0,MIXED,856
NO,FEMALE,38,POST-SECONDARY OR HIGHER,74.0,165.0,27.1808999081726,NO,MARRIED,Lubelskie,NO,2800.0,PLEASED,857
NO,FEMALE,42,POST-SECONDARY OR HIGHER,70.0,166.0,25.4028160836116,YES,MARRIED,Lodzkie,NO,0.0,PLEASED,858
NO,FEMALE,36,VOCATIONAL/GRAMMAR,52.0,155.0,21.6441207075963,NO,MARRIED,Lodzkie,NO,1600.0,PLEASED,859
NO,FEMALE,22,SECONDARY,58.0,160.0,22.65625,NO,SINGLE,Slaskie,YES,1000.0,PLEASED,860
NO,FEMALE,61,PRIMARY/NO EDUCATION,50.0,150.0,22.2222222222222,YES,MARRIED,Slaskie,NO,570.0,MIXED,861
NO,FEMALE,25,POST-SECONDARY OR HIGHER,55.0,168.0,19.4869614512472,YES,MARRIED,Slaskie,NO,0.0,MOSTLY SATISFIED,862
NO,MALE,31,VOCATIONAL/GRAMMAR,70.0,170.0,24.2214532871972,YES,MARRIED,Lodzkie,NO,2000.0,DELIGHTED,863
NO,MALE,34,POST-SECONDARY OR HIGHER,90.0,178.0,28.4055043555107,YES,MARRIED,Podlaskie,NO,1500.0,PLEASED,864
NO,MALE,61,POST-SECONDARY OR HIGHER,112.0,180.0,34.5679012345679,NO,MARRIED,Pomorskie,NO,3500.0,MOSTLY SATISFIED,865
NO,FEMALE,25,POST-SECONDARY OR HIGHER,60.0,170.0,20.7612456747405,NO,MARRIED,Swietokrzyskie,NO,0.0,PLEASED,866
NO,FEMALE,21,SECONDARY,62.0,173.0,20.7156938086805,YES,SINGLE,Podkarpackie,NO,490.0,PLEASED,867
NO,MALE,43,SECONDARY,78.0,182.0,23.5478806907378,YES,MARRIED,Zachodnio-pomorskie,NO,1600.0,MOSTLY SATISFIED,868
NO,FEMALE,70,SECONDARY,105.0,168.0,37.202380952381,YES,MARRIED,Podkarpackie,NO,1200.0,MOSTLY DISSATISFIED,869
NO,FEMALE,55,VOCATIONAL/GRAMMAR,76.0,157.0,30.8328938293643,YES,MARRIED,Lubelskie,NO,580.0,MOSTLY SATISFIED,870
YES,MALE,65,POST-SECONDARY OR HIGHER,68.0,165.0,24.9770431588613,YES,MARRIED,Lodzkie,NO,3500.0,PLEASED,871
NO,FEMALE,55,PRIMARY/NO EDUCATION,58.0,162.0,22.1002895900015,YES,WIDOWED,Podkarpackie,NO,750.0,MIXED,872
NO,FEMALE,77,SECONDARY,66.0,164.0,24.5389649018441,YES,WIDOWED,Slaskie,NO,2700.0,MOSTLY SATISFIED,873
NO,FEMALE,23,SECONDARY,70.0,161.0,27.0051309748852,NO,SINGLE,Mazowieckie,NO,0.0,PLEASED,874
YES,MALE,22,PRIMARY/NO EDUCATION,80.0,169.0,28.0102237316621,YES,SINGLE,Kujawsko-pomorskie,NO,,MOSTLY SATISFIED,875
NO,MALE,46,VOCATIONAL/GRAMMAR,98.0,176.0,31.6373966942149,NO,MARRIED,Malopolskie,NO,1800.0,PLEASED,876
NO,FEMALE,38,VOCATIONAL/GRAMMAR,60.0,160.0,23.4375,YES,MARRIED,Slaskie,NO,,PLEASED,877
NO,MALE,38,POST-SECONDARY OR HIGHER,67.0,178.0,21.1463199091024,NO,MARRIED,Slaskie,NO,2800.0,PLEASED,878
YES,MALE,40,VOCATIONAL/GRAMMAR,65.0,175.0,21.2244897959184,YES,SINGLE,Wielkopolskie,NO,1000.0,PLEASED,879
NO,MALE,21,SECONDARY,69.0,147.0,31.9311398028599,NO,SINGLE,Wielkopolskie,NO,1500.0,MOSTLY SATISFIED,880
NO,FEMALE,57,VOCATIONAL/GRAMMAR,83.0,160.0,32.421875,YES,MARRIED,Pomorskie,NO,3000.0,MOSTLY SATISFIED,881
YES,FEMALE,48,VOCATIONAL/GRAMMAR,65.0,164.0,24.1671624033314,NO,SINGLE,Lubuskie,NO,520.0,MOSTLY SATISFIED,882
NO,FEMALE,44,SECONDARY,52.0,160.0,20.3125,NO,MARRIED,Lubelskie,NO,1200.0,MIXED,883
YES,FEMALE,35,SECONDARY,63.0,166.0,22.8625344752504,YES,MARRIED,Slaskie,NO,0.0,MOSTLY SATISFIED,884
NO,MALE,69,VOCATIONAL/GRAMMAR,100.0,170.0,34.6020761245675,NO,MARRIED,Dolnoslaskie,NO,2000.0,MOSTLY SATISFIED,885
NO,FEMALE,86,PRIMARY/NO EDUCATION,63.0,160.0,24.609375,YES,WIDOWED,Swietokrzyskie,NO,1200.0,PLEASED,886
NO,MALE,22,SECONDARY,57.0,175.0,18.6122448979592,NO,SINGLE,Wielkopolskie,NO,0.0,MOSTLY SATISFIED,887
YES,FEMALE,53,POST-SECONDARY OR HIGHER,68.0,162.0,25.9106843468983,YES,MARRIED,Dolnoslaskie,NO,2200.0,MIXED,888
NO,FEMALE,73,PRIMARY/NO EDUCATION,,,,YES,MARRIED,Warminsko-mazurskie,NO,,PLEASED,889
YES,MALE,24,VOCATIONAL/GRAMMAR,92.0,176.0,29.7004132231405,NO,SINGLE,Wielkopolskie,NO,2000.0,MOSTLY DISSATISFIED,890
NO,MALE,20,VOCATIONAL/GRAMMAR,65.0,175.0,21.2244897959184,NO,SINGLE,Slaskie,NO,,PLEASED,891
YES,FEMALE,63,VOCATIONAL/GRAMMAR,82.0,160.0,32.03125,YES,MARRIED,Slaskie,NO,900.0,PLEASED,892
NO,FEMALE,21,SECONDARY,63.0,172.0,21.295294753921,NO,SINGLE,Zachodnio-pomorskie,YES,,PLEASED,893
NO,FEMALE,39,VOCATIONAL/GRAMMAR,65.0,161.0,25.0761930481077,YES,MARRIED,Zachodnio-pomorskie,NO,1500.0,MOSTLY DISSATISFIED,894
NO,FEMALE,52,VOCATIONAL/GRAMMAR,78.0,165.0,28.6501377410468,NO,MARRIED,Mazowieckie,NO,1200.0,MOSTLY SATISFIED,895
YES,MALE,43,VOCATIONAL/GRAMMAR,84.0,182.0,25.3592561284869,YES,MARRIED,Dolnoslaskie,YES,5000.0,MOSTLY SATISFIED,896
NO,FEMALE,19,VOCATIONAL/GRAMMAR,53.0,162.0,20.1950922115531,YES,SINGLE,Swietokrzyskie,NO,0.0,PLEASED,897
YES,MALE,56,VOCATIONAL/GRAMMAR,70.0,168.0,24.8015873015873,YES,SINGLE,Malopolskie,NO,,MIXED,898
NO,FEMALE,56,POST-SECONDARY OR HIGHER,70.0,160.0,27.34375,NO,MARRIED,Lodzkie,NO,2000.0,PLEASED,899
YES,FEMALE,20,VOCATIONAL/GRAMMAR,53.0,165.0,19.4674012855831,YES,SINGLE,Wielkopolskie,NO,,MOSTLY SATISFIED,900
NO,FEMALE,31,POST-SECONDARY OR HIGHER,65.0,164.0,24.1671624033314,NO,MARRIED,Kujawsko-pomorskie,NO,1200.0,DELIGHTED,901
NO,FEMALE,54,VOCATIONAL/GRAMMAR,60.0,168.0,21.2585034013605,YES,MARRIED,Zachodnio-pomorskie,NO,1200.0,MOSTLY SATISFIED,902
NO,MALE,17,VOCATIONAL/GRAMMAR,100.0,187.0,28.5967571277417,NO,SINGLE,Swietokrzyskie,NO,,PLEASED,903
YES,FEMALE,25,SECONDARY,53.0,158.0,21.2305720237141,NO,DE FACTO SEPARATED,Slaskie,NO,1100.0,MOSTLY SATISFIED,904
NO,FEMALE,62,PRIMARY/NO EDUCATION,84.0,164.0,31.2314098750744,YES,MARRIED,Lodzkie,NO,1000.0,MOSTLY SATISFIED,905
NO,FEMALE,22,SECONDARY,58.0,171.0,19.8351629561233,NO,SINGLE,Pomorskie,YES,700.0,MOSTLY SATISFIED,906
NO,MALE,83,PRIMARY/NO EDUCATION,73.0,169.0,25.5593291551416,YES,MARRIED,Lubelskie,NO,1560.0,MIXED,907
NO,FEMALE,72,PRIMARY/NO EDUCATION,94.0,164.0,34.9494348602023,YES,MARRIED,Podkarpackie,NO,800.0,MOSTLY SATISFIED,908
NO,MALE,23,SECONDARY,72.0,178.0,22.7244034844085,NO,SINGLE,Malopolskie,NO,1200.0,MOSTLY SATISFIED,909
NO,FEMALE,24,SECONDARY,56.0,167.0,20.0796012764889,YES,MARRIED,Wielkopolskie,NO,1000.0,MOSTLY SATISFIED,910
NO,FEMALE,75,PRIMARY/NO EDUCATION,80.0,158.0,32.0461464508893,YES,WIDOWED,Opolskie,NO,1200.0,MOSTLY SATISFIED,911
NO,FEMALE,76,VOCATIONAL/GRAMMAR,68.0,152.0,29.4321329639889,YES,WIDOWED,Mazowieckie,NO,1222.0,PLEASED,912
YES,FEMALE,35,VOCATIONAL/GRAMMAR,66.0,178.0,20.8307031940412,YES,SINGLE,Mazowieckie,NO,400.0,MIXED,913
NO,FEMALE,25,SECONDARY,80.0,168.0,28.3446712018141,YES,SINGLE,Lubelskie,NO,,MOSTLY SATISFIED,914
NO,FEMALE,43,SECONDARY,75.0,170.0,25.9515570934256,NO,MARRIED,Mazowieckie,NO,860.0,MOSTLY SATISFIED,915
YES,MALE,73,PRIMARY/NO EDUCATION,90.0,175.0,29.3877551020408,YES,WIDOWED,Mazowieckie,NO,1500.0,MIXED,916
NO,FEMALE,46,VOCATIONAL/GRAMMAR,66.0,176.0,21.3068181818182,YES,MARRIED,Lubelskie,NO,200.0,MIXED,917
NO,FEMALE,20,VOCATIONAL/GRAMMAR,55.0,162.0,20.9571711629325,YES,SINGLE,Swietokrzyskie,NO,,MOSTLY DISSATISFIED,918
NO,FEMALE,47,SECONDARY,79.0,170.0,27.3356401384083,YES,MARRIED,Slaskie,NO,2000.0,MOSTLY SATISFIED,919
NO,FEMALE,34,SECONDARY,80.0,154.0,33.7325012649688,YES,MARRIED,Warminsko-mazurskie,NO,1000.0,MOSTLY SATISFIED,920
NO,MALE,60,VOCATIONAL/GRAMMAR,120.0,182.0,36.2275087549813,YES,MARRIED,Lubuskie,NO,1300.0,MOSTLY SATISFIED,921
NO,FEMALE,65,PRIMARY/NO EDUCATION,68.0,175.0,22.2040816326531,NO,WIDOWED,Kujawsko-pomorskie,NO,660.0,MOSTLY DISSATISFIED,922
NO,FEMALE,50,POST-SECONDARY OR HIGHER,59.0,176.0,19.0470041322314,NO,MARRIED,Pomorskie,NO,0.0,PLEASED,923
YES,MALE,61,PRIMARY/NO EDUCATION,90.0,176.0,29.0547520661157,YES,MARRIED,Kujawsko-pomorskie,NO,,PLEASED,924
NO,FEMALE,50,SECONDARY,55.0,161.0,21.2183171945527,YES,MARRIED,Slaskie,NO,1000.0,DELIGHTED,925
NO,FEMALE,26,POST-SECONDARY OR HIGHER,,165.0,,YES,MARRIED,Dolnoslaskie,NO,,DELIGHTED,926
NO,FEMALE,36,VOCATIONAL/GRAMMAR,50.0,164.0,18.5901249256395,YES,MARRIED,Lubelskie,NO,0.0,MIXED,927
YES,MALE,25,SECONDARY,75.0,184.0,22.1526465028355,NO,SINGLE,Mazowieckie,YES,1000.0,MOSTLY SATISFIED,928
YES,FEMALE,83,POST-SECONDARY OR HIGHER,54.0,155.0,22.4765868886576,YES,WIDOWED,Mazowieckie,NO,250.0,PLEASED,929
NO,MALE,37,SECONDARY,67.0,175.0,21.8775510204082,YES,MARRIED,Malopolskie,NO,1800.0,PLEASED,930
YES,MALE,45,VOCATIONAL/GRAMMAR,75.0,174.0,24.7720967102656,YES,DIVORCED,Lubuskie,NO,1500.0,MOSTLY SATISFIED,931
NO,MALE,27,VOCATIONAL/GRAMMAR,85.0,184.0,25.1063327032136,NO,SINGLE,Malopolskie,NO,500.0,PLEASED,932
YES,FEMALE,36,SECONDARY,56.0,152.0,24.2382271468144,NO,MARRIED,Kujawsko-pomorskie,YES,1300.0,MOSTLY DISSATISFIED,933
NO,MALE,17,VOCATIONAL/GRAMMAR,73.0,170.0,25.2595155709343,NO,SINGLE,Warminsko-mazurskie,YES,0.0,DELIGHTED,934
NO,FEMALE,62,VOCATIONAL/GRAMMAR,69.0,160.0,26.953125,YES,MARRIED,Malopolskie,NO,800.0,MIXED,935
NO,FEMALE,40,SECONDARY,74.0,164.0,27.5133848899465,YES,MARRIED,Slaskie,NO,0.0,MIXED,936
NO,MALE,45,VOCATIONAL/GRAMMAR,92.0,178.0,29.0367377856331,YES,MARRIED,Lubelskie,NO,303.0,PLEASED,937
NO,FEMALE,29,SECONDARY,48.0,162.0,18.2898948331047,YES,MARRIED,Mazowieckie,NO,1400.0,MOSTLY SATISFIED,938
NO,MALE,32,POST-SECONDARY OR HIGHER,75.0,175.0,24.4897959183673,NO,MARRIED,Malopolskie,NO,7500.0,PLEASED,939
YES,MALE,23,VOCATIONAL/GRAMMAR,70.0,170.0,24.2214532871972,YES,SINGLE,Zachodnio-pomorskie,NO,0.0,MOSTLY SATISFIED,940
YES,FEMALE,58,SECONDARY,53.0,160.0,20.703125,YES,SINGLE,Mazowieckie,NO,2400.0,MIXED,941
NO,MALE,18,VOCATIONAL/GRAMMAR,65.0,170.0,22.4913494809689,YES,SINGLE,Mazowieckie,NO,,PLEASED,942
YES,MALE,50,SECONDARY,98.0,178.0,30.9304380760005,YES,MARRIED,Zachodnio-pomorskie,NO,2000.0,MOSTLY SATISFIED,943
NO,FEMALE,64,SECONDARY,73.0,162.0,27.8158817253467,YES,WIDOWED,Lodzkie,NO,616.0,UNHAPPY,944
NO,FEMALE,54,POST-SECONDARY OR HIGHER,58.0,160.0,22.65625,NO,MARRIED,Lubelskie,NO,1230.0,PLEASED,945
NO,FEMALE,53,VOCATIONAL/GRAMMAR,55.0,158.0,22.0317256849864,YES,MARRIED,Slaskie,NO,600.0,PLEASED,946
YES,MALE,22,PRIMARY/NO EDUCATION,70.0,180.0,21.6049382716049,YES,SINGLE,Lodzkie,YES,,MOSTLY SATISFIED,947
NO,MALE,49,POST-SECONDARY OR HIGHER,112.0,180.0,34.5679012345679,YES,MARRIED,Mazowieckie,NO,0.0,MOSTLY SATISFIED,948
NO,FEMALE,58,PRIMARY/NO EDUCATION,74.0,159.0,29.270994027135,NO,MARRIED,Mazowieckie,NO,1500.0,MIXED,949
NO,FEMALE,34,VOCATIONAL/GRAMMAR,72.0,170.0,24.9134948096886,YES,MARRIED,Dolnoslaskie,NO,2500.0,PLEASED,950
NO,FEMALE,48,PRIMARY/NO EDUCATION,60.0,170.0,20.7612456747405,YES,MARRIED,Malopolskie,NO,,MOSTLY SATISFIED,951
NO,FEMALE,65,POST-SECONDARY OR HIGHER,77.0,158.0,30.8444159589809,NO,MARRIED,Slaskie,NO,1500.0,PLEASED,952
NO,MALE,21,VOCATIONAL/GRAMMAR,89.0,196.0,23.1674302374011,NO,SINGLE,Wielkopolskie,NO,,MOSTLY DISSATISFIED,953
NO,FEMALE,58,PRIMARY/NO EDUCATION,72.0,153.0,30.7574009996155,YES,MARRIED,Swietokrzyskie,NO,620.0,MOSTLY SATISFIED,954
NO,MALE,26,SECONDARY,86.0,176.0,27.7634297520661,NO,SINGLE,Malopolskie,NO,1100.0,MIXED,955
NO,FEMALE,41,VOCATIONAL/GRAMMAR,64.0,170.0,22.1453287197232,YES,DIVORCED,Mazowieckie,NO,0.0,MOSTLY DISSATISFIED,956
YES,FEMALE,42,POST-SECONDARY OR HIGHER,53.0,164.0,19.7055324211779,NO,DIVORCED,Wielkopolskie,NO,800.0,TERRIBLE,957
NO,MALE,41,VOCATIONAL/GRAMMAR,103.0,186.0,29.7722280032374,NO,MARRIED,Opolskie,NO,3300.0,PLEASED,958
NO,MALE,43,POST-SECONDARY OR HIGHER,105.0,188.0,29.7080126754187,NO,MARRIED,Slaskie,NO,2000.0,MOSTLY SATISFIED,959
NO,FEMALE,78,PRIMARY/NO EDUCATION,83.0,182.0,25.0573602221954,YES,WIDOWED,Wielkopolskie,NO,995.0,MIXED,960
NO,FEMALE,32,SECONDARY,57.0,158.0,22.8328793462586,YES,MARRIED,Dolnoslaskie,NO,,PLEASED,961
NO,MALE,21,POST-SECONDARY OR HIGHER,70.0,175.0,22.8571428571429,NO,SINGLE,Dolnoslaskie,NO,,PLEASED,962
NO,MALE,38,VOCATIONAL/GRAMMAR,95.0,180.0,29.320987654321,YES,MARRIED,Podkarpackie,YES,1800.0,MIXED,963
YES,FEMALE,32,POST-SECONDARY OR HIGHER,60.0,167.0,21.5138585105239,NO,MARRIED,Dolnoslaskie,NO,1670.0,PLEASED,964
NO,FEMALE,70,PRIMARY/NO EDUCATION,60.0,160.0,23.4375,YES,WIDOWED,Podlaskie,NO,680.0,MOSTLY SATISFIED,965
NO,MALE,51,VOCATIONAL/GRAMMAR,98.0,177.0,31.2809218296147,YES,MARRIED,Wielkopolskie,NO,1600.0,MOSTLY SATISFIED,966
NO,MALE,63,VOCATIONAL/GRAMMAR,78.0,169.0,27.3099681383705,YES,DIVORCED,Slaskie,NO,1990.0,MIXED,967
NO,FEMALE,30,SECONDARY,52.0,164.0,19.3337299226651,YES,MARRIED,Mazowieckie,NO,0.0,PLEASED,968
NO,FEMALE,31,SECONDARY,43.0,156.0,17.6692965154504,NO,MARRIED,Mazowieckie,NO,930.0,MOSTLY SATISFIED,969
NO,FEMALE,56,VOCATIONAL/GRAMMAR,93.0,170.0,32.1799307958478,YES,WIDOWED,Podkarpackie,NO,1150.0,MIXED,970
NO,FEMALE,75,SECONDARY,76.0,155.0,31.633714880333,YES,MARRIED,Swietokrzyskie,NO,1333.0,MOSTLY SATISFIED,971
NO,FEMALE,20,SECONDARY,82.0,171.0,28.0428165931398,NO,SINGLE,Kujawsko-pomorskie,NO,,DELIGHTED,972
YES,FEMALE,59,SECONDARY,44.0,158.0,17.6253805479891,YES,WIDOWED,Slaskie,NO,540.0,MOSTLY SATISFIED,973
NO,FEMALE,18,VOCATIONAL/GRAMMAR,58.0,174.0,19.1570881226054,NO,SINGLE,Slaskie,NO,0.0,PLEASED,974
YES,FEMALE,53,SECONDARY,70.0,158.0,28.0403781445281,YES,MARRIED,Wielkopolskie,NO,1600.0,PLEASED,975
YES,MALE,53,VOCATIONAL/GRAMMAR,83.0,170.0,28.719723183391,YES,SINGLE,Podkarpackie,NO,1600.0,MOSTLY SATISFIED,976
YES,MALE,61,VOCATIONAL/GRAMMAR,110.0,178.0,34.7178386567353,YES,MARRIED,Lubelskie,NO,600.0,MIXED,977
NO,MALE,16,PRIMARY/NO EDUCATION,64.0,165.0,23.5078053259871,NO,SINGLE,Slaskie,NO,,PLEASED,978
NO,FEMALE,63,PRIMARY/NO EDUCATION,80.0,160.0,31.25,YES,WIDOWED,Kujawsko-pomorskie,NO,700.0,MOSTLY DISSATISFIED,979
NO,FEMALE,41,VOCATIONAL/GRAMMAR,60.0,153.0,25.6311674996796,YES,MARRIED,Malopolskie,NO,0.0,PLEASED,980
NO,MALE,17,VOCATIONAL/GRAMMAR,70.0,170.0,24.2214532871972,NO,SINGLE,Pomorskie,NO,,PLEASED,981
YES,MALE,54,PRIMARY/NO EDUCATION,125.0,176.0,40.3538223140496,YES,MARRIED,Mazowieckie,NO,500.0,MOSTLY SATISFIED,982
YES,MALE,41,VOCATIONAL/GRAMMAR,78.0,178.0,24.6181037747759,YES,MARRIED,Podlaskie,NO,,PLEASED,983
YES,MALE,27,SECONDARY,73.0,176.0,23.566632231405,NO,SINGLE,Pomorskie,YES,1300.0,MIXED,984
YES,MALE,62,VOCATIONAL/GRAMMAR,78.0,174.0,25.7629805786762,YES,MARRIED,Warminsko-mazurskie,NO,,PLEASED,985
NO,MALE,58,SECONDARY,116.0,191.0,31.7973739754941,YES,MARRIED,Pomorskie,NO,0.0,DELIGHTED,986
NO,MALE,52,POST-SECONDARY OR HIGHER,95.0,173.0,31.7417889003976,YES,MARRIED,Podlaskie,YES,1800.0,MOSTLY SATISFIED,987
NO,MALE,54,VOCATIONAL/GRAMMAR,90.0,178.0,28.4055043555107,YES,MARRIED,Wielkopolskie,NO,2000.0,MOSTLY SATISFIED,988
NO,FEMALE,23,POST-SECONDARY OR HIGHER,80.0,170.0,27.681660899654,YES,SINGLE,Mazowieckie,NO,1300.0,PLEASED,989
NO,MALE,83,SECONDARY,65.0,172.0,21.9713358572201,NO,MARRIED,Pomorskie,NO,2700.0,PLEASED,990
NO,FEMALE,31,POST-SECONDARY OR HIGHER,67.0,170.0,23.1833910034602,NO,MARRIED,Opolskie,NO,0.0,PLEASED,991
NO,MALE,45,VOCATIONAL/GRAMMAR,64.0,170.0,22.1453287197232,NO,SINGLE,Zachodnio-pomorskie,NO,1500.0,MIXED,992
NO,FEMALE,37,POST-SECONDARY OR HIGHER,69.0,161.0,26.6193433895297,NO,MARRIED,Warminsko-mazurskie,NO,1000.0,PLEASED,993
NO,FEMALE,57,SECONDARY,75.0,167.0,26.8923231381548,YES,WIDOWED,Slaskie,NO,,MOSTLY SATISFIED,994
NO,MALE,60,VOCATIONAL/GRAMMAR,80.0,176.0,25.8264462809917,YES,MARRIED,Malopolskie,NO,1700.0,MIXED,995
NO,FEMALE,64,PRIMARY/NO EDUCATION,96.0,160.0,37.5,YES,MARRIED,Mazowieckie,NO,600.0,PLEASED,996
NO,FEMALE,44,POST-SECONDARY OR HIGHER,61.0,172.0,20.619253650622,YES,SINGLE,Opolskie,NO,2000.0,MOSTLY SATISFIED,997
NO,FEMALE,31,POST-SECONDARY OR HIGHER,69.0,178.0,21.7775533392248,NO,SINGLE,Kujawsko-pomorskie,NO,0.0,PLEASED,998
NO,MALE,61,SECONDARY,105.0,180.0,32.4074074074074,YES,MARRIED,Lubelskie,NO,1400.0,PLEASED,999
NO,MALE,34,POST-SECONDARY OR HIGHER,85.0,187.0,24.3072435585805,NO,SINGLE,Mazowieckie,NO,2000.0,PLEASED,1000
YES,FEMALE,24,PRIMARY/NO EDUCATION,45.0,152.0,19.4771468144044,YES,SINGLE,Slaskie,NO,,MIXED,1001
NO,FEMALE,31,SECONDARY,55.0,162.0,20.9571711629325,YES,SINGLE,Dolnoslaskie,NO,630.0,MIXED,1002
NO,FEMALE,72,PRIMARY/NO EDUCATION,78.0,163.0,29.3575219240468,YES,MARRIED,Warminsko-mazurskie,NO,950.0,MOSTLY SATISFIED,1003
NO,MALE,19,VOCATIONAL/GRAMMAR,75.0,179.0,23.4075091289286,NO,SINGLE,Wielkopolskie,NO,,PLEASED,1004
NO,FEMALE,20,SECONDARY,60.0,170.0,20.7612456747405,NO,SINGLE,Wielkopolskie,NO,,MOSTLY SATISFIED,1005
